sheet,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
Year 2009-2010,495808,72755C,FLOWER FAIRY OIL BURNER SET ROSE,4,2010-01-27 09:38:00,4.25,16051.0,United Kingdom
Year 2009-2010,495928,37503,TEA TIME CAKE STAND IN GIFT BOX,12,2010-01-27 14:51:00,9.95,14258.0,United Kingdom
Year 2009-2010,495949,90112,PINK DOLLY HAIR CLIPS,1,2010-01-27 16:54:00,1.05,14606.0,United Kingdom
Year 2009-2010,495953,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1,2010-01-27 17:56:00,4.21,,United Kingdom
Year 2009-2010,C496000,21437,24 HANGING EASTER EGGS FLORAL TUB,-4,2010-01-28 12:01:00,3.75,16634.0,United Kingdom
Year 2009-2010,496013,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2010-01-28 13:00:00,0.85,16366.0,United Kingdom
Year 2009-2010,C496021,85232A,SET/3 POLKA DOT STACKING TINS,-1,2010-01-28 13:48:00,4.95,16481.0,United Kingdom
Year 2009-2010,C496025,21478,SILVER SKULL HOT WATER BOTTLE ,-1,2010-01-28 14:12:00,3.75,,United Kingdom
Year 2009-2010,496057,21181,PLEASE ONE PERSON  METAL SIGN,6,2010-01-28 15:04:00,2.1,16137.0,United Kingdom
Year 2009-2010,496057,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,12,2010-01-28 15:04:00,0.85,16137.0,United Kingdom
Year 2009-2010,496072,21916,SET 12 RETRO WHITE CHALK STICKS,24,2010-01-28 17:09:00,0.42,15615.0,United Kingdom
Year 2009-2010,496074,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,2010-01-28 17:14:00,6.75,17612.0,United Kingdom
Year 2009-2010,496094,47505,MINATURE COLOURED GARDENING SET,3,2010-01-29 10:13:00,4.95,15192.0,United Kingdom
Year 2009-2010,496237,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-01-29 14:37:00,2.95,17677.0,United Kingdom
Year 2009-2010,496248,gift_0001_40,nan,3,2010-01-29 16:17:00,0.0,,United Kingdom
Year 2009-2010,496249,gift_0001_50,nan,3,2010-01-29 16:17:00,0.0,,United Kingdom
Year 2009-2010,496250,gift_0001_60,nan,3,2010-01-29 16:17:00,0.0,,United Kingdom
Year 2009-2010,496251,gift_0001_70,nan,2,2010-01-29 16:17:00,0.0,,United Kingdom
Year 2009-2010,496252,gift_0001_90,nan,2,2010-01-29 16:18:00,0.0,,United Kingdom
Year 2009-2010,496317,35096A,BLUE VICTORIAN FABRIC HEART BOX,2,2010-01-31 12:27:00,0.42,17137.0,United Kingdom
Year 2009-2010,496470,85049B,LUSH GREENS RIBBONS,3,2010-02-01 15:23:00,1.25,14540.0,United Kingdom
Year 2009-2010,496505,84509A,ENGLISH ROSE PLACEMATS,4,2010-02-02 10:06:00,3.75,13916.0,United Kingdom
Year 2009-2010,496514,84247G,"DECOUPAGE,GREETING CARD,",24,2010-02-02 11:57:00,0.42,17377.0,United Kingdom
Year 2009-2010,496551,20961,STRAWBERRY BATH SPONGE ,5,2010-02-02 13:13:00,1.25,13975.0,United Kingdom
Year 2009-2010,496580,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-02-02 13:49:00,5.95,15898.0,United Kingdom
Year 2009-2010,496643,PADS,PADS TO MATCH ALL CUSHIONS,1,2010-02-03 11:58:00,0.001,13408.0,United Kingdom
Year 2009-2010,496644,21944,KITTENS DESIGN FLANNEL,1,2010-02-03 11:58:00,0.85,15003.0,United Kingdom
Year 2009-2010,496690,22254,FELT TOADSTOOL LARGE,6,2010-02-03 13:09:00,1.25,14399.0,United Kingdom
Year 2009-2010,496768,21061,PARTY INVITES FOOTBALL,12,2010-02-03 15:07:00,0.85,14327.0,United Kingdom
Year 2009-2010,496770,22417,PACK OF 60 SPACEBOY CAKE CASES,4,2010-02-03 15:19:00,0.55,15015.0,United Kingdom
Year 2009-2010,496773,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2010-02-03 15:45:00,3.95,15023.0,United Kingdom
Year 2009-2010,496800,21258,VICTORIAN SEWING BOX LARGE,1,2010-02-03 17:04:00,25.49,,United Kingdom
Year 2009-2010,496817,22058,CERAMIC LOVE HEARTS DESIGN MUG,12,2010-02-04 10:06:00,1.49,13468.0,United Kingdom
Year 2009-2010,496904,85053,FRENCH ENAMEL CANDLEHOLDER,1,2010-02-04 14:46:00,2.1,16986.0,United Kingdom
Year 2009-2010,496948,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2010-02-04 18:18:00,5.45,15810.0,United Kingdom
Year 2009-2010,496972,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2010-02-04 19:58:00,1.25,15031.0,United Kingdom
Year 2009-2010,497027,22367,CHILDS APRON SPACEBOY DESIGN,8,2010-02-05 13:17:00,1.95,13658.0,United Kingdom
Year 2009-2010,497035,20803,SMALL PINK GLASS SUNDAE DISH,6,2010-02-05 14:14:00,1.65,16704.0,United Kingdom
Year 2009-2010,497107,GIFT,nan,-9,2010-02-05 15:18:00,0.0,,United Kingdom
Year 2009-2010,C497158,D,Discount,-190,2010-02-05 16:27:00,2.35,18102.0,United Kingdom
Year 2009-2010,497202,22358,KINGS CHOICE TEA CADDY ,1,2010-02-07 11:38:00,2.95,15059.0,United Kingdom
Year 2009-2010,497205,21934,SKULL SHOULDER BAG,1,2010-02-07 11:57:00,1.65,17841.0,United Kingdom
Year 2009-2010,497238,20675,BLUE SPOTTY BOWL,8,2010-02-08 10:34:00,1.25,12472.0,Germany
Year 2009-2010,497274,21781,MA CAMPAGNE CUTLERY BOX,1,2010-02-08 13:56:00,14.95,16781.0,United Kingdom
Year 2009-2010,497358,22188,BLACK HEART CARD HOLDER,1,2010-02-08 17:25:00,3.95,14606.0,United Kingdom
Year 2009-2010,497393,22180,RETRO SPOT LAMP,2,2010-02-09 13:08:00,9.95,13976.0,United Kingdom
Year 2009-2010,497394,20681,PINK SPOTTY CHILDS UMBRELLA,6,2010-02-09 13:08:00,3.25,12681.0,France
Year 2009-2010,497406,20684,STRAWBERRY DREAM CHILDS UMBRELLA,1,2010-02-09 14:46:00,3.25,,United Kingdom
Year 2009-2010,497493,84050,PINK HEART SHAPE EGG FRYING PAN,3,2010-02-09 17:38:00,4.21,,United Kingdom
Year 2009-2010,497504,21080,SET/20 RED SPOTTY PAPER NAPKINS ,1,2010-02-10 11:21:00,0.85,14593.0,United Kingdom
Year 2009-2010,497521,72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,1,2010-02-10 13:39:00,2.55,17780.0,United Kingdom
Year 2009-2010,497521,20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,2010-02-10 13:39:00,2.95,17780.0,United Kingdom
Year 2009-2010,497591,21155,RED SPOTTY PEG BAG,1,2010-02-10 18:02:00,4.21,,United Kingdom
Year 2009-2010,497632,22377,BOTTLE BAG RETROSPOT ,3,2010-02-11 13:41:00,2.1,16918.0,United Kingdom
Year 2009-2010,497706,79029,GLASS HONEYPOT WASP CATCHER,5,2010-02-11 16:27:00,1.95,16978.0,United Kingdom
Year 2009-2010,497739,22331,WOODLAND PARTY BAG + STICKER SET,1,2010-02-12 10:21:00,1.65,14606.0,United Kingdom
Year 2009-2010,497794,37450,CERAMIC CAKE BOWL + HANGING CAKES,2,2010-02-12 12:34:00,2.95,15504.0,United Kingdom
Year 2009-2010,497795,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,2010-02-12 12:51:00,10.95,16954.0,United Kingdom
Year 2009-2010,497842,22334,DINOSAUR PARTY BAG + STICKER SET,8,2010-02-12 15:46:00,1.65,12976.0,United Kingdom
Year 2009-2010,497843,TEST001,This is a test product.,5,2010-02-12 15:47:00,0.0,14827.0,United Kingdom
Year 2009-2010,497889,82581,TOILET METAL SIGN,12,2010-02-14 12:15:00,0.55,17230.0,United Kingdom
Year 2009-2010,497909,22199,FRYING PAN RED POLKADOT ,1,2010-02-14 13:39:00,4.25,15272.0,United Kingdom
Year 2009-2010,497912,22248,DECORATION  PINK CHICK MAGIC GARDEN,1,2010-02-14 14:35:00,0.85,12867.0,United Kingdom
Year 2009-2010,497912,21383,PACK OF 12 STICKY BUNNIES,12,2010-02-14 14:35:00,0.65,12867.0,United Kingdom
Year 2009-2010,497917,72232,FENG SHUI PILLAR CANDLE,12,2010-02-14 15:13:00,0.19,13421.0,United Kingdom
Year 2009-2010,497918,85047,WHITE BEADED GARLAND STRING 20LIGHT,1,2010-02-14 15:22:00,6.35,17841.0,United Kingdom
Year 2009-2010,497935,PADS,PADS TO MATCH ALL CUSHIONS,1,2010-02-15 10:47:00,0.001,13408.0,United Kingdom
Year 2009-2010,497943,85099B,JUMBO BAG RED WHITE SPOTTY ,100,2010-02-15 11:46:00,1.65,13225.0,United Kingdom
Year 2009-2010,498045,22358,KINGS CHOICE TEA CADDY ,6,2010-02-16 10:41:00,2.95,16584.0,United Kingdom
Year 2009-2010,498046,21713,CITRONELLA CANDLE FLOWERPOT,8,2010-02-16 10:44:00,2.1,15051.0,United Kingdom
Year 2009-2010,498047,21217,RED SPOTTY ROUND CAKE TINS,4,2010-02-16 10:45:00,9.95,13381.0,United Kingdom
Year 2009-2010,498048,37422,WHITE WITH BLACK CATS BOWL,2,2010-02-16 10:55:00,0.85,14606.0,United Kingdom
Year 2009-2010,498103,22230,JIGSAW TREE WITH WATERING CAN,12,2010-02-16 13:39:00,0.85,15680.0,United Kingdom
Year 2009-2010,498104,21058,PARTY INVITES WOODLAND,2,2010-02-16 13:49:00,0.85,13503.0,United Kingdom
Year 2009-2010,498133,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,2010-02-16 17:24:00,5.91,,United Kingdom
Year 2009-2010,498164,21755,LOVE BUILDING BLOCK WORD,3,2010-02-17 12:40:00,5.95,13613.0,United Kingdom
Year 2009-2010,498389,21620,S/4 ROSE    BOTANICAL  CANDLE,1,2010-02-18 14:43:00,3.75,14606.0,United Kingdom
Year 2009-2010,498389,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,2010-02-18 14:43:00,9.95,14606.0,United Kingdom
Year 2009-2010,498433,21164,HOME SWEET HOME METAL SIGN ,4,2010-02-18 17:50:00,2.95,13001.0,United Kingdom
Year 2009-2010,498492,m,Manual,1,2010-02-19 10:56:00,2.55,,United Kingdom
Year 2009-2010,498492,m,Manual,1,2010-02-19 10:56:00,3.4,,United Kingdom
Year 2009-2010,498508,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2010-02-19 11:46:00,1.49,16574.0,United Kingdom
Year 2009-2010,498547,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2010-02-19 17:16:00,1.25,18283.0,United Kingdom
Year 2009-2010,498548,21591,COSY HOUR CIGAR BOX MATCHES ,3,2010-02-19 17:40:00,1.25,17400.0,United Kingdom
Year 2009-2010,498570,21175,GIN + TONIC DIET METAL SIGN,2,2010-02-21 12:52:00,2.1,15059.0,United Kingdom
Year 2009-2010,498571,22290,STANDING METAL RABBIT WITH EGG,6,2010-02-21 12:57:00,2.1,15774.0,United Kingdom
Year 2009-2010,498588,22499,WOODEN UNION JACK BUNTING,3,2010-02-21 15:18:00,5.95,12945.0,United Kingdom
Year 2009-2010,498593,47599A,PINK PARTY BAGS,2,2010-02-21 15:47:00,2.1,14602.0,United Kingdom
Year 2009-2010,498593,82582,AREA PATROLLED METAL SIGN,2,2010-02-21 15:47:00,2.1,14602.0,United Kingdom
Year 2009-2010,498704,21284,RETRO SPOT CANDLE  SMALL,1,2010-02-22 12:44:00,1.69,17841.0,United Kingdom
Year 2009-2010,498729,21844,RETRO SPOT MUG,6,2010-02-22 15:39:00,2.95,17829.0,United Arab Emirates
Year 2009-2010,498766,82583,HOT BATHS METAL SIGN,12,2010-02-23 09:42:00,2.1,18051.0,United Kingdom
Year 2009-2010,498878,21383,PACK OF 12 STICKY BUNNIES,1,2010-02-23 12:35:00,0.65,14726.0,United Kingdom
Year 2009-2010,498886,85194L,HANGING SPRING FLOWER EGG LARGE,3,2010-02-23 13:03:00,0.85,15295.0,United Kingdom
Year 2009-2010,498905,21900,"KEY FOB , SHED",12,2010-02-23 14:40:00,0.65,12854.0,United Kingdom
Year 2009-2010,498935,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2010-02-24 10:42:00,1.25,14911.0,EIRE
Year 2009-2010,498939,22274,FELTCRAFT DOLL EMILY,48,2010-02-24 10:55:00,2.55,12482.0,Sweden
Year 2009-2010,498999,21586,KINGS CHOICE GIANT TUBE MATCHES,1,2010-02-24 11:51:00,2.55,16406.0,United Kingdom
Year 2009-2010,499056,PADS,PADS TO MATCH ALL CUSHIONS,1,2010-02-24 13:46:00,0.001,13765.0,United Kingdom
Year 2009-2010,499227,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-02-25 11:50:00,1.69,15719.0,United Kingdom
Year 2009-2010,499232,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,2,2010-02-25 12:21:00,5.95,13334.0,United Kingdom
Year 2009-2010,499250,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,2010-02-25 14:21:00,0.85,15311.0,United Kingdom
Year 2009-2010,499270,20685,DOOR MAT RED SPOT,2,2010-02-25 16:21:00,7.49,12500.0,Germany
Year 2009-2010,499284,21251,DINOSAUR HEIGHT CHART STICKER SET,6,2010-02-25 18:58:00,2.95,14770.0,United Kingdom
Year 2009-2010,499308,20725,LUNCH BAG RED SPOTTY,10,2010-02-26 10:11:00,1.65,14329.0,United Kingdom
Year 2009-2010,499314,DOT,DOTCOM POSTAGE,1,2010-02-26 10:51:00,195.94,,United Kingdom
Year 2009-2010,499453,47591C,BLUE FAIRY CAKE CHILD'S APRON,5,2010-02-28 10:25:00,1.95,14466.0,United Kingdom
Year 2009-2010,499502,22259,FELT FARM ANIMAL HEN,1,2010-02-28 15:01:00,1.25,14044.0,United Kingdom
Year 2009-2010,499503,84231,EASTER BUNNY WITH BASKET ON BACK,2,2010-02-28 15:05:00,0.65,14068.0,United Kingdom
Year 2009-2010,499511,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-03-01 08:55:00,0.42,16717.0,United Kingdom
Year 2009-2010,499528,22071,SMALL RETRO SPOT MUG IN BOX  WHITE,2,2010-03-01 11:18:00,3.75,17865.0,United Kingdom
Year 2009-2010,499596,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2010-03-01 12:21:00,2.95,16511.0,United Kingdom
Year 2009-2010,499659,21897,POTTING SHED CANDLE CITRONELLA,2,2010-03-01 15:05:00,2.95,16731.0,United Kingdom
Year 2009-2010,499665,20716,PARTY FOOD SHOPPER BAG,10,2010-03-01 15:47:00,1.25,13979.0,United Kingdom
Year 2009-2010,499676,84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,1,2010-03-01 16:29:00,2.55,17116.0,United Kingdom
Year 2009-2010,499682,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,2010-03-02 09:25:00,1.95,12623.0,Germany
Year 2009-2010,499764,22185,SLATE TILE NATURAL HANGING,1,2010-03-02 13:09:00,1.65,17372.0,United Kingdom
Year 2009-2010,499784,22381,TOY TIDY PINK RETROSPOT  ,5,2010-03-02 14:36:00,2.1,15367.0,United Kingdom
Year 2009-2010,499801,20679,EDWARDIAN PARASOL RED,6,2010-03-02 15:45:00,4.95,17850.0,United Kingdom
Year 2009-2010,499866,21441,BLUE BIRDHOUSE DECORATION,3,2010-03-02 17:13:00,0.85,17576.0,United Kingdom
Year 2009-2010,499895,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,2010-03-03 11:51:00,1.25,14593.0,United Kingdom
Year 2009-2010,499918,48187,DOOR MAT NEW ENGLAND,1,2010-03-03 12:16:00,7.49,13097.0,United Kingdom
Year 2009-2010,499965,20677,PINK SPOTTY BOWL,1,2010-03-03 13:57:00,1.25,16461.0,United Kingdom
Year 2009-2010,499994,21396,RED SPOTTY EGG CUP ,12,2010-03-03 16:51:00,1.25,15875.0,United Kingdom
Year 2009-2010,500025,21931,JUMBO STORAGE BAG SUKI,10,2010-03-04 11:11:00,1.95,15950.0,United Kingdom
Year 2009-2010,500094,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,2010-03-04 12:24:00,2.1,15005.0,United Kingdom
Year 2009-2010,500117,84993A,75 GREEN PETIT FOUR CASES,24,2010-03-04 13:24:00,0.42,18064.0,United Kingdom
Year 2009-2010,500124,21931,JUMBO STORAGE BAG SUKI,10,2010-03-04 14:27:00,1.95,14388.0,United Kingdom
Year 2009-2010,500198,85206A,CREAM FELT EASTER EGG BASKET,6,2010-03-05 10:55:00,1.65,13037.0,United Kingdom
Year 2009-2010,500279,37340,MULTICOLOUR SPRING FLOWER MUG,2,2010-03-05 14:52:00,8.47,,United Kingdom
Year 2009-2010,500292,21471,STRAWBERRY RAFFIA FOOD COVER,6,2010-03-05 15:48:00,3.75,16620.0,United Kingdom
Year 2009-2010,500299,22358,KINGS CHOICE TEA CADDY ,2,2010-03-05 16:52:00,2.95,14085.0,United Kingdom
Year 2009-2010,500301,21121,SET/10 RED SPOTTY PARTY CANDLES,6,2010-03-07 10:27:00,1.25,17365.0,United Kingdom
Year 2009-2010,500322,90161C,ANT COPPER LIME BOUDICCA BRACELET,1,2010-03-07 12:06:00,4.95,16798.0,United Kingdom
Year 2009-2010,500330,85232A,SET/3 POLKA DOT STACKING TINS,12,2010-03-07 13:00:00,4.95,17236.0,United Kingdom
Year 2009-2010,500335,21732,RED HANGING METAL STAR TLIGHT HLDR,1,2010-03-07 13:44:00,3.75,14606.0,United Kingdom
Year 2009-2010,500336,21429,RED GINGHAM ROSE JEWELLERY BOX,2,2010-03-07 13:48:00,1.65,17589.0,United Kingdom
Year 2009-2010,500340,21411,GINGHAM HEART  DOORSTOP RED,3,2010-03-07 14:25:00,4.25,13561.0,United Kingdom
Year 2009-2010,500344,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-03-07 14:39:00,0.55,17448.0,United Kingdom
Year 2009-2010,500347,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-03-07 14:52:00,1.25,15631.0,United Kingdom
Year 2009-2010,500357,20748,KENSINGTON COFFEE SET,2,2010-03-07 15:41:00,12.75,16310.0,United Kingdom
Year 2009-2010,500377,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-03-08 10:05:00,1.95,17454.0,United Kingdom
Year 2009-2010,500459,22487,WHITE WOOD GARDEN PLANT LADDER,1,2010-03-08 12:25:00,9.95,13004.0,United Kingdom
Year 2009-2010,500506,22118,JOY WOODEN BLOCK LETTERS,1,2010-03-08 13:48:00,4.95,14562.0,United Kingdom
Year 2009-2010,500574,21164,HOME SWEET HOME METAL SIGN ,6,2010-03-08 16:30:00,2.95,17663.0,United Kingdom
Year 2009-2010,500583,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-03-09 09:49:00,2.95,13178.0,United Kingdom
Year 2009-2010,C500705,20762,GREEN FERN SKETCHBOOK ,-4,2010-03-09 13:46:00,3.75,14748.0,United Kingdom
Year 2009-2010,500720,22080,RIBBON REEL SPOTS DESIGN ,5,2010-03-09 15:16:00,1.65,12747.0,United Kingdom
Year 2009-2010,500721,85152,HAND OVER THE CHOCOLATE   SIGN ,3,2010-03-09 15:22:00,2.1,17059.0,United Kingdom
Year 2009-2010,500751,21947,SET OF 6 HEART CHOPSTICKS,12,2010-03-10 10:25:00,1.25,13081.0,United Kingdom
Year 2009-2010,500834,22146,EASTER CRAFT IVY WREATH WITH CHICK,6,2010-03-10 11:46:00,1.95,13484.0,United Kingdom
Year 2009-2010,500834,22565,FELTCRAFT HAIRBANDS PINK + WHITE ,12,2010-03-10 11:46:00,0.85,13484.0,United Kingdom
Year 2009-2010,500843,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,2010-03-10 12:13:00,0.29,17348.0,United Kingdom
Year 2009-2010,500878,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2010-03-10 14:19:00,2.55,16258.0,United Kingdom
Year 2009-2010,501005,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,6,2010-03-11 14:23:00,2.55,17448.0,United Kingdom
Year 2009-2010,501007,22150,3 STRIPEY MICE FELTCRAFT,10,2010-03-11 14:51:00,1.95,16126.0,United Kingdom
Year 2009-2010,501161,84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,2010-03-15 09:28:00,1.28,,United Kingdom
Year 2009-2010,501182,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-03-15 11:39:00,0.42,16186.0,United Kingdom
Year 2009-2010,501291,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2010-03-15 15:33:00,1.25,14343.0,United Kingdom
Year 2009-2010,501291,21865,PINK UNION JACK  PASSPORT COVER ,2,2010-03-15 15:33:00,2.1,14343.0,United Kingdom
Year 2009-2010,501296,22507,MEMO BOARD RETROSPOT  DESIGN,2,2010-03-15 16:02:00,4.95,16242.0,United Kingdom
Year 2009-2010,501299,22264,FELT FARM ANIMAL WHITE BUNNY ,8,2010-03-15 16:19:00,0.85,18008.0,United Kingdom
Year 2009-2010,501301,84937,KASHMIR FOLKART TUMBLERS,24,2010-03-15 16:36:00,2.1,13786.0,United Kingdom
Year 2009-2010,501308,21658,GLASS  BEURRE DISH,4,2010-03-16 08:23:00,3.95,15227.0,United Kingdom
Year 2009-2010,501386,84968A,S/16 VINTAGE ROSE CUTLERY,3,2010-03-16 11:14:00,12.75,16779.0,United Kingdom
Year 2009-2010,C501433,21318,GLASS CHALICE BLUE SMALL ,-1,2010-03-16 13:11:00,1.45,15311.0,United Kingdom
Year 2009-2010,501473,21506,"FANCY FONT BIRTHDAY CARD, ",72,2010-03-16 16:31:00,0.36,17511.0,United Kingdom
Year 2009-2010,501532,21540,DAIRY MAID CERAMIC BUTTER DISH,1,2010-03-17 12:54:00,4.25,14606.0,United Kingdom
Year 2009-2010,501544,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-03-17 14:55:00,0.85,18196.0,United Kingdom
Year 2009-2010,501548,72741,GRAND CHOCOLATECANDLE,27,2010-03-17 15:24:00,1.45,16917.0,United Kingdom
Year 2009-2010,501619,84279B,CHERRY BLOSSOM DECORATIVE FLASK,12,2010-03-18 11:28:00,3.39,14299.0,United Kingdom
Year 2009-2010,501641,22093,MOTORING TISSUE BOX,2,2010-03-18 12:14:00,1.25,13057.0,United Kingdom
Year 2009-2010,501652,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1,2010-03-18 12:47:00,4.95,17841.0,United Kingdom
Year 2009-2010,501660,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-03-18 13:28:00,3.75,17095.0,United Kingdom
Year 2009-2010,501663,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-03-18 14:09:00,2.95,12615.0,France
Year 2009-2010,501730,22383,LUNCH BAG SUKI  DESIGN ,6,2010-03-19 11:05:00,1.65,14159.0,United Kingdom
Year 2009-2010,501731,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2010-03-19 11:07:00,1.95,16008.0,United Kingdom
Year 2009-2010,501731,84836,ZINC METAL HEART DECORATION,12,2010-03-19 11:07:00,1.25,16008.0,United Kingdom
Year 2009-2010,501778,M,Manual,1,2010-03-19 12:37:00,934.66,,United Kingdom
Year 2009-2010,501858,22191,EAU DE NIL DINER WALL CLOCK,1,2010-03-21 11:21:00,8.5,13593.0,United Kingdom
Year 2009-2010,501880,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2010-03-21 13:38:00,1.25,17285.0,United Kingdom
Year 2009-2010,501889,21524,DOOR MAT SPOTTY HOME SWEET HOME,10,2010-03-21 14:24:00,6.35,13093.0,United Kingdom
Year 2009-2010,501904,22198,"POPCORN HOLDER , LARGE",50,2010-03-21 15:56:00,1.45,12368.0,Cyprus
Year 2009-2010,502038,84270,ASSTD DESIGN BUBBLE GUM RING,30,2010-03-22 13:49:00,0.21,13206.0,United Kingdom
Year 2009-2010,502038,22241,GARLAND WOODEN HAPPY EASTER,12,2010-03-22 13:49:00,1.25,13206.0,United Kingdom
Year 2009-2010,502094,22385,JUMBO BAG SPACEBOY DESIGN,3,2010-03-22 17:34:00,1.95,12748.0,United Kingdom
Year 2009-2010,502272,21174,POTTERING IN THE SHED METAL SIGN,3,2010-03-23 15:47:00,1.95,14344.0,United Kingdom
Year 2009-2010,C502306,85063,CREAM SWEETHEART MAGAZINE RACK,-1,2010-03-24 09:35:00,14.95,14258.0,United Kingdom
Year 2009-2010,502319,21333,CLASSIC WHITE FRAME,4,2010-03-24 10:00:00,2.95,14370.0,United Kingdom
Year 2009-2010,502320,35909A,RABBIT EASTER DECORATION,6,2010-03-24 10:03:00,2.95,14341.0,United Kingdom
Year 2009-2010,502375,21114,LAVENDER SCENTED FABRIC HEART,10,2010-03-24 11:38:00,1.25,17165.0,United Kingdom
Year 2009-2010,C502442,S,SAMPLES,-1,2010-03-24 13:20:00,94.19,,United Kingdom
Year 2009-2010,C502461,22138,BAKING SET 9 PIECE RETROSPOT ,-6,2010-03-24 14:33:00,4.95,15607.0,United Kingdom
Year 2009-2010,502486,gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,1,2010-03-24 17:43:00,8.51,,United Kingdom
Year 2009-2010,502490,71279,PINK GLASS CANDLEHOLDER,6,2010-03-25 10:04:00,2.95,14640.0,United Kingdom
Year 2009-2010,502496,22498,WOODEN REGATTA BUNTING,12,2010-03-25 10:36:00,5.95,14202.0,United Kingdom
Year 2009-2010,502499,22073,RETRO SPOT STORAGE JAR,4,2010-03-25 11:07:00,3.75,15513.0,United Kingdom
Year 2009-2010,502568,47585A,PINK FAIRY CAKE CUSHION COVER,12,2010-03-25 12:10:00,1.25,12370.0,Austria
Year 2009-2010,502597,21040,MODERN VINTAGE COTTON SHOPPING BAG,6,2010-03-25 13:15:00,2.55,13969.0,United Kingdom
Year 2009-2010,502613,M,Manual,25,2010-03-25 14:22:00,0.42,14535.0,United Kingdom
Year 2009-2010,502613,22550,HOLIDAY FUN LUDO,1,2010-03-25 14:22:00,3.75,14535.0,United Kingdom
Year 2009-2010,502637,85067,CREAM SWEETHEART WALL CABINET,1,2010-03-25 16:29:00,18.95,15768.0,United Kingdom
Year 2009-2010,502653,85186C,BUNNY EGG GARLAND,24,2010-03-25 16:58:00,0.42,17160.0,United Kingdom
Year 2009-2010,502733,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,2,2010-03-26 11:56:00,2.55,15911.0,United Kingdom
Year 2009-2010,502751,20851,ZINC HEART LATTICE TRAY OVAL ,1,2010-03-26 13:13:00,5.95,17290.0,United Kingdom
Year 2009-2010,502763,22583,PACK OF 6 HANDBAG GIFT BOXES,8,2010-03-26 13:57:00,2.55,17966.0,United Kingdom
Year 2009-2010,502798,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,2,2010-03-26 16:17:00,4.25,15552.0,United Kingdom
Year 2009-2010,502810,48184,DOOR MAT ENGLISH ROSE ,1,2010-03-26 17:24:00,7.49,15339.0,United Kingdom
Year 2009-2010,502822,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2010-03-28 11:19:00,1.95,17155.0,United Kingdom
Year 2009-2010,502841,21621,VINTAGE UNION JACK BUNTING,1,2010-03-28 13:21:00,8.5,18283.0,United Kingdom
Year 2009-2010,502886,21982,PACK OF 12 SUKI TISSUES ,12,2010-03-29 11:16:00,0.29,16456.0,United Kingdom
Year 2009-2010,502886,21527,RETRO SPOT TRADITIONAL TEAPOT ,2,2010-03-29 11:16:00,7.95,16456.0,United Kingdom
